"","addresses","addressesOrder","addressesRequired","aggScaleID","aggSetID","catSetID","changes","classID","compSet","contacts","contactsOrder","contactsRequired","datasets","datasetsOrder","datasetsRequired","dataType","domainID","firstReleased","groupID","instruments","instrumentsOrder","instrumentsRequired","languages","languagesOrder","partLabel","lastUpdated","latExp","maxLength","maxValue","measures","measureSets","measureSetsOrder","measureSetsRequired","measuresOrder","measuresRequired","minLength","minValue","nomenclatureID","organizations","organizationsOrder","organizationsRequired","ontologyRef","partDesc","partID","partInstr","parts","partType","polygons","polygonsOrder","polygonsRequired","protocolRelationships","protocols","protocolsOrder","protocolsRequired","protocolSteps","protocolStepsOrder","protocolStepsRequired","qualityReports","qualityReportsOrder","qualitySetID","refLink","sampleRelationships","sampleRelationshipsOrder","sampleRelationshipsRequired","samples","samplesOrder","samplesRequired","sets","setsOrder","shortName","sites","sitesOrder","sitesRequired","specimenSet","status","translations","translationsOrder","unitSetID"
"215","NA","NA","NA","NA","naAggrSet","NA","added in V2.0; GitHub issue #94","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Field sample replicate","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A sample divided into two or more homogeneous parts.","fieldReplicate","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"216","NA","NA","NA","NA","naAggrSet","NA","partID chaned to ""fileLoaction"" specifying where the file is, not the whole file itself.","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","blob","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","File Location of Polygon","2.0","NA","65535","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The location of the file containing the geometry of the polygon.","fileLocation","File path specified, or a URL","NA","attribute","header","9","optional","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"217","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","allDo","2.0","procGrp","NA","NA","NA","NA","NA","Filtration","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Describes solid separation from a wastewater sample via filtration. Proceeds further concentration or analysis of the liquid filtrate.","filt","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"218","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","colGrp","NA","NA","NA","NA","NA","First Nation","2.0","NA","10","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Used to categorize a sampleshed that is a First Nation, or on reserve lands.","fiNa","Likely for internal use only, Indigenous data can and should not be shared without explicit consent of the nation in quesiton.","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"219","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","header","4","optional","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","First name of contact","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Specifies the first name of a given contact.","firstName","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"220","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","header","10","First released version","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The version in which a part was first released","firstReleased","NA","header","partSupport","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","7","NA","NA","NA","NA","naSpecimenSet","active","header","6","naUnitSet"
"221","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Foreign key","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Foreign key for a table.","fK","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"222","NA","NA","NA","NA","see unit","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Float Data Type","2.0","NA","15","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The data type for float data.","float","Only used for the dictionary entries of parts.","input","dataType","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"223","NA","NA","NA","quantAggScale","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Flow-normalized mean","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Mean measure normalized to wastewater flow; AlleleX (gc/mL) x Q (ML/d)  / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML)  = AlleleX (gc/day per 1e5 population)","floMean","Mostly used for reporting specific alleles (N1, N2, E, etc.)","NA","aggregation","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"224","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","surfaceCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","colGrp","NA","NA","NA","NA","NA","Floor","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Floor of a building or room.","floor","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"225","NA","NA","NA","see unit","naAggrSet","NA","description wording, structure","flowClass","waterCompartment","NA","NA","NA","NA","NA","NA","see unit","Phy","1.0","siteFeat","NA","NA","NA","NA","NA","Flow rate","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected.","floRate","If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day.","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siSpecimen","active","NA","NA","flowUnitSet"
"226","NA","NA","NA","NA","naAggrSet","collectCatSet","depreciated","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","NA","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Flow Proportional 24hr Sample Depreciated","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A flow proportional 24-hour composite sample generally collected by an autosampler.","flow24hDep","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sampleQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"227","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","disease","humanCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Disease (human)","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","ICD","NA","NA","NA","NA","Specifies a collection of measures/methods related to disease or infection in humans.","disease","NA","input","class","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","poSpecimen","active","NA","NA","naUnitSet"
"228","NA","NA","NA","NA","naAggrSet","NA","Removed time period. Use collection period (collectPer) = 24 for 24hr sample","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Flow proportional sample","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A flow proportionalcomposite sample generally collected by an autosampler.","flowPr","Use collectionPeriod to describe how many hours the sample was taken.","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sampleQualitySet","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"229","NA","NA","NA","quantAggScale","naAggrSet","NA","added in V2.0","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Volume flow rate unit set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Unit set for volume flow  measurements.","flowUnitSet","NA","input","unitSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","flowUnitSet"
"230","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","flowClass","waterCompartment","NA","NA","NA","NA","NA","NA","float","Phy","2.0","siteFeat","NA","NA","NA","NA","NA","Flow volume","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Volume of influent.","flowVol","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siSpecimen","active","NA","NA","flowUnitSet"
"231","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","virusMisc","NA","NA","NA","NA","NA","Influenza virus","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","http://purl.obolibrary.org/obo/MONDO_0005812","Any influenza virus.","flu","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"232","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Fluidigm digital PCR","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Describes a PCR analysis done using FluidIGM's digital PCR technology.","fluiDpcr","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"233","NA","NA","NA","NA","naAggrSet","NA","added in V2.0; github issue #124 and #204","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Phy","2.0","siteFeat","NA","NA","NA","NA","NA","Foggy","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Qualitative category for the weather measure, specifying a foggy or hazy day.","foggy","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siSpecimen","active","NA","NA","naUnitSet"
"234","NA","NA","NA","NA","naAggrSet","fractionCatSet","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample fraction category set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","CatSetegory set for the fraction of the sample (solid, liquid, etc.).","fractionCatSet","NA","input","catSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"235","NA","NA","NA","NA","naAggrSet","fractionCatSet","description wording, structure","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Fraction analyzed","2.0","NA","30","NA","fK","NA","NA","NA","13","recommended","0","NA","naNomenclature","NA","NA","NA","NA","Fraction of the sample that is analyzed.","fractionID","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"236","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","virusMisc","NA","NA","NA","NA","NA","F-Specific RNA bacteriophages","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","A measure for amount of F-Specific RNA bacteriophages.","frna","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"237","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","virusMisc","NA","NA","NA","NA","NA","F-Specific RNA bacteriophages, G2","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","A measure for amount of G2 F-Specific RNA bacteriophages.","frnaG2","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"238","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample frozen","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Sample was frozen before analysis or processing","frozen","NA","NA","quality","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","sampleQualitySet","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"239","NA","NA","NA","see unit","naAggrSet","NA","NA","tempClass","anyCompartment","NA","NA","NA","NA","NA","NA","float","Phy","1.0","procGrp","NA","NA","NA","NA","NA","Field sample temperature","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Temperature that the sample is stored at while it is being sampled. This field is mainly relevant for composite samples which are either kept at ambient temperature or refrigerated while being sampled.","fst","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","temperatureUnitSet"
"240","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","fK","9","recommended","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Funder Contact ID","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A unique identifier for funders.","funderCont","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"241","NA","NA","NA","NA","naAggrSet","NA","added in V2.0; github issue #205","naClass","naCompartmentSet","NA","NA","NA","fK","11","optional","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Funding agency","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The funding agency of the dataset.","funderID","Use Organization ID to populate this field, and the organizations table to describe contact information and other details for the funding agency.","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"242","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","g215c delta-variant gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","g215c delta-variant gene target","g215c","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"243","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","mutation","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","g339d omicron-variant gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","g339d omicron-variant gene target","g339d ","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
