"","changes","firstReleased","langID","partLabel","lastUpdated","partDesc","partID","partInstr","notes"
"595","added in version 2","2.0","eng","Resuspend COSCa filter collection","2.0","Nucleic acid extraction via resuspension of a sample collected using the COSCa ball method.","resCosca","See partID = cosca for additional details.",NA
"596","added in version 2","2.0","eng","Results tables class","2.0","Specifies a class for report tables to indicate that they are results tables.","results","Used only to better specify the purpose of report tables, distinct from other classes in this way.",NA
"597","description wording, structure","1.0","eng","Pumping Station","2.0","Pumping station","pStat","NA",NA
"598","description wording, structure","1.0","eng","Retention pond","2.0","Retention pond","retPond","NA",NA
"599","NA","1.0","eng","Collection date time end","2.0","For integrated time average samples this is the date, time and timezone the sample was finished being taken.","collDTEnd","NA",NA
"600","added in version 2","2.0","eng","Rate per 100,000","2.0","Units for describing a population measure of a rate of case incidence per 100,000 people of a given disease.","rP100","Unit for a population or disease measure to explain population-level clinical effects.",NA
"601","NA","1.0","eng","Raw post-pasteurized wastewater","2.0","Raw wastewater sample post-pasteurization","rppw","NA",NA
"602","added in version 2","2.0","eng","Respiratory syncytial virus group","2.0","Respiratory syncytial virus.","rsv","NA",NA
"603","added in V2.0","2.0","eng","Human compartment","2.0","A measure or observation made about a human.","h","NA",NA
"604","added in version 2","2.0","eng","s2083i omicron-variant gene target","2.0","s2083i omicron-variant gene target","s2083i ","NA",NA
"605","added in version 2","2.0","eng","s371l omicron-variant gene target","2.0","s371l omicron-variant gene target","s371l ","NA",NA
"606","added in version 2","2.0","eng","s373p omicron-variant gene target","2.0","s373p omicron-variant gene target","s373p ","NA",NA
"607","added in version 2","2.0","eng","s375f omicron-variant gene target","2.0","s375f omicron-variant gene target","s375f ","NA",NA
"608","added in version 2","2.0","eng","s477n omicron-variant gene target","2.0","s477n omicron-variant gene target","s477n ","NA",NA
"609","added in version 2","2.0","eng","Sample","2.0","A measure made on a compartment or property from a sample of a substance.","sa","NA",NA
"610","added in version 2","2.0","eng","Date sample was sent","2.0","The date the sample was sent for analyses at a laboratory.","sentDate","NA",NA
"611","added in version 2","2.0","eng","Date sample recieved","2.0","The date the sample was received at the laboratory for analysis.","recDate","NA",NA
"612","added in V2.0","2.0","eng","Compartment not applicable","2.0","Compartment not applicable.","naCompartment","NA",NA
"613","added in version 2","2.0","eng","Sample Quality Set","2.0","Quality set for a sample.","sampleQualitySet","NA",NA
"614","added in V2.0","2.0","eng","Nomenclature","2.0","A classification system to report the measure class. Only applicable to variants, mutations, and diseases.","nomenclatureID","Currently only used for class = variant, mutation, or disease. Valid options are currently restricted to 'NextClade', 'Pangolin', 'WHO', or 'ICD'.",NA
"615","description wording","1.0","eng","Collection other","2.0","Description for other type of method not listed in collection.","sampleTypeOther","NA",NA
"616","added in V2.0","2.0","eng","European Petroleum Survey Group Coordinates","2.0","The unique EPSG code specifying a given geospatial area.","geoEPSG","NA",NA
"617","added in version 2","2.0","eng","SARS-CoV-2","2.0","A group of measures/methods related to the SARS-CoV-2 virus.","sarsCov2","SARS-CoV-2 measures have the following classes: proteins, alleles, variants, mutations, diseases.",NA
"618","added in version 2","2.0","eng","SARS-CoV-2 measure","2.0","Measure the amount of SARS-CoV-2 virus.","cov2Me","This measure should only be used if there is no other SARS-CoV-2 measure. See groupID = sarsCov2. Use a note to describe the specific measure used.",NA
"619","added in version 2","2.0","eng","Surface compartment","2.0","A measure or observation made from a substance on a surface.","s","NA",NA
"620","added in version 2","2.0","eng","Sparse coverage","2.0","Sequencing shows sparse coverage, ie. numerical breadth of coverage shows as adequate but coverage plots reveal missing genome pieces.","sC","If there are multiple issues to flage, use the multiple issues flag and explain the details in the notes section.",NA
"621","depreciated","1.0","eng","Secondary Clarifier Effluent Depreciated","2.0","Effluent obtained after secondary clarifiers.","sce","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",NA
"622","description wording, structure","1.0","eng","River, natural water body","2.0","River, natural water body","river","NA",NA
"623","depreciated","1.0","eng","Secondary Clarifier Sludge Depreciated","2.0","Sludge produced by secondary clarifiers.","scs","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",NA
"624","NA","1.0","eng","Standard Deviation","2.0","Standard deviation.","sd","NA",NA
"625","NA","1.0","eng","Normalized Standard Deviation","2.0","Standard deviation, normalized.","sdn","NA",NA
"626","description wording, structure","1.0","eng","School","2.0","A school serving students in the kindergarten to 12th grade range","school","NA",NA
"627","NA","1.0","eng","Secondary clarifier effluent","2.0","Effluent obtained after secondary clarifiers","sEfflu","NA",NA
"628","depreciated","1.0","eng","Access to self","2.0","If this is 'no', this data will not be shown on the portal when this reporter logs in. If missing, data will be available to this reporter.","self","NA",NA
"629","added in V2.0","2.0","eng","Aggregation","2.0","Statistical measures used to report a measure. Each aggregation has a corresponding value.","aggID","NA",NA
"630","NA","1.0","eng","Septic tank wastewater","2.0","Wastewater from within a septic tank","septage","NA",NA
"631","description wording, structure","1.0","eng","Sea, natural water body","2.0","Sea, natural water body","sea","NA",NA
"632","added in version 2","2.0","eng","Sequencing Quality Set","2.0","Quality set for sequencing measures","seqQualitySet","NA",NA
"633","added in version 2","2.0","eng","Genetic sequencing class","2.0","Specifies a collection of measures/methods related to genetic sequencing.","sequence","NA",NA
"634","depreciated","1.0","eng","Sewer Sediments","2.0","Sediments obtained in sewer.","sese","NA",NA
"635","added in version 2","2.0","eng","Set ID","2.0","The name of a value set.","setID","A set is a group of units, attributes, categories, specimens, or compartments that can be used for a measure, method or attribute.",NA
"636","naUnitSet","2.0","eng","Ontology reference","2.0","Ontology reference for a part.","ontologyRef","This field contains a link to an existing ontology reference for the part. ODM content spans several existing ontologies. ODM does not strive to generate a new ontology, rather ODM seeks to harmonize and extend dictionaries for application in environmental and public health surveillance.",NA
"637","added in version 2","2.0","eng","Source Protocol","2.0","A protocol that served as a basis for another protocol. This may be due to version changes, or a referencing a protocol that was later adapted.","sourceProtocol","Populate with protocolID.",NA
"638","NA","2.0","eng","Set type","2.0","The type of set. I.e. quality set, aggregation set, unit set","setType","NA",NA
"639","NA","2.0","eng","Set Value","2.0","The partID for the set value or category.","setValue","Populated by any part where partType = aggregationSet, compartmentSet, qualitySet, specimentSet, or unitSet",NA
"640","added in version 2","2.0","eng","Protocol Version","2.0","Specifies the version of a method set.","protocolVersion","Version of the method set. Semantic versioning is recommended.",NA
"641","added in version 2","2.0","eng","S sars-cov-2 gene target","2.0","S sars-cov-2 gene target","sGene","NA",NA
"642","added in version 2","2.0","eng","Water compartment","2.0","A measure or observation made from a substance in the water, including wastewater.","w","NA",NA
"643","description wording, structure","1.0","eng","Septic tank","2.0","Septic tank","septTnk","NA",NA
"644","NA","1.0","eng","Shipped on ice","2.0","Was the sample kept cool while being shipped to the lab","shipOnIce","NA",NA
"645","added in version 2","2.0","eng","Site","2.0","A measure made on a compartment or property at a site where a sample was taken.","si","NA",NA
"646","NA","1.0","eng","Single","2.0","This value is not an aggregate measurement in any way (ie. not a mean, median, max or any other) and can be a replicate value.","sin","NA",NA
"647","added in V2.0","2.0","eng","Air compartment set","2.0","A compartment set for measures and methods in the air compartment.","airCompartmentSet","NA",NA
"648","added in V2.0","2.0","eng","Air and surface compartment set","2.0","A compartment set for measures and methods in the air or surface compartments.","airSurfaceCompartmentSet","NA",NA
"649","depreciated","1.0","eng","Site ID default","2.0","Used as default when a new sample is created by this reporter. See ID in Site table.","siteDef","Deprecated in version 2, please do not use. Just populate standard SiteID.",NA
"650","added in version 2","2.0","eng","Site features group","2.0","A group of environmental measures/methods and those pertaining to the features of a site.","siteFeat","NA",NA
"651","NA","1.1","eng","Index","2.0","Index number in case the measurement was taken multiple times.","index","NA",NA
"652","depreciated","1.0","eng","Site measure ID","2.0","Unique identifier for wide table only. Use when all measures are performed on a single sample.","siteMeasureID","Depreciate in version 2. siteMeasures",NA
"653","added in V2.0","1.0","eng","Organization Table","2.0","The table that contains information about a laboratory.","organizations","adapt from verson 1 documentation",NA
"654","added in V2.0","2.0","eng","Air and water compartment set","2.0","A compartment set for measures and methods in the air or water compartments.","airWaterCompartmentSet","NA",NA
